title  Photometry data for ATLAS2_551047062 from search centered on HS Hya using the atlas calibration catalog
Median of Right Ascension  156.15356, rms   0.00242
Median of Declination      -19.09218, rms   0.00233
Median of magcal_magdep         8.19, rms      0.28
Median of magcal_local_rms      0.25, rms      0.15
Date	year	magcal_magdep	magcal_local_rms	limiting_mag_local	ra	dec	THETA_J2000	ELLIPTICITY	Plate	versionId	AFLAGS	BFLAGS	NUMBER	quality	timeAccuracy	AFLAGSBits	BFLAGSBits	qualitybits
2428979.716762	1938.219772	 8.14	 0.17	10.79	156.15368	-19.09218	 69.0	0.117	ai33893	195	0	1349454848	317893	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2428990.561041	1938.249482	 8.09	 0.23	11.48	156.15353	-19.09224	-83.2	0.271	ai33921	195	0	1349454848	159075	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2428995.422630	1938.262802	10.06	 0.68	14.86	156.15177	-19.09312	-29.5	0.287	rb07805	191	0	1349452800	152556	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429015.323952	1938.317326	 8.83	 0.75	14.35	156.15439	-19.08915	-61.3	0.390	rb07883	191	0	1349452800	673378	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429017.322509	1938.322801	10.20	 0.69	15.34	156.15158	-19.09286	-29.2	0.202	rb07895	191	0	1349452800	168012	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429020.323801	1938.331024	 8.73	 0.74	13.83	156.15201	-19.08992	 54.2	0.207	rb07913	191	41959424	1349389312	746443	320	0.000700	14,23,25	10,11,17,18,19,21,22,28,30	6,8
2429020.598965	1938.331778	 8.06	 0.47	11.63	156.15475	-19.08839	-31.3	0.144	ai33974	195	128	1479475200	189731	392	0.000700	7	16,17,18,19,21,27,28,30	3,7,8
2429066.196808	1938.456704	 8.17	 0.57	13.74	156.15178	-19.09285	-25.4	0.369	rb08045	191	0	1349454848	115163	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429224.890940	1938.891482	 8.22	 0.18	11.22	156.15496	-19.09283	-62.7	0.192	ai34342	195	0	1349453824	242169	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429234.912653	1938.918939	 7.94	 0.35	11.67	156.15415	-19.09366	 36.3	0.065	ai34365	195	33554432	1349389312	234428	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2429237.530132	1938.926110	 8.17	 0.27	12.12	156.15159	-19.08767	-40.2	0.269	am19416	194	33554432	1349388288	56178	256	0.000700	25	11,17,18,19,21,22,28,30	8
2429237.532210	1938.926116	 8.57	 0.47	12.97	156.15384	-19.08995	-67.4	0.428	rb08397	191	0	1349452800	326555	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429254.057191	1938.971390	 8.28	 0.24	12.41	156.15185	-19.09474	 32.1	0.237	ax03858	197	512	1886325760	529637	320	1.000000	9	10,11,16,17,18,19,21,22,28,29,30	6,8
2429267.527692	1939.008295	 8.21	 0.37	14.75	156.15490	-19.09330	 35.8	0.304	rb08428	191	0	1349452800	424476	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429267.554010	1939.008367	 8.29	 0.31	11.74	156.15616	-19.09781	-44.0	0.242	am19446	194	8388608	1349454848	436571	320	0.000700	23	10,11,16,17,18,19,21,22,28,30	6,8
2429286.814002	1939.061134	 8.10	 0.18	12.58	156.15094	-19.09341	 84.8	0.339	ai34466	195	33554432	1349387264	407504	448	0.000700	25	10,17,18,19,21,22,28,30	6,7,8
2429289.775515	1939.069248	 8.24	 0.19	12.52	156.15472	-19.09541	-63.6	0.098	ai34475	195	33554432	1349389312	223945	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2429291.506741	1939.073991	 8.16	 0.30	16.50	156.15585	-19.09328	 43.0	0.165	rb08451	191	0	1349454848	200493	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429313.796513	1939.135059	 8.04	 0.24	12.03	156.15669	-19.08595	-34.6	0.302	ai34512	195	0	1349451778	227809	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2429316.271840	1939.141841	 8.06	 0.21	11.70	156.14823	-19.09950	 38.0	0.645	ax03862	197	8388608	1349386240	435947	4480	0.000700	23	17,18,19,21,22,28,30	7,8,12
2429318.616160	1939.148263	 9.17	 0.14	12.04	156.15206	-19.09265	-27.6	0.356	rb08479	191	0	1349454848	141388	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429318.744527	1939.148615	 8.45	 0.16	12.76	156.14992	-19.09300	 88.1	0.408	ai34527	195	0	1349452800	357567	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429321.310907	1939.155646	 8.53	 0.54	13.07	156.15398	-19.09008	-67.8	0.427	rb08491	191	0	1349452800	422981	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429339.519367	1939.205533	 8.51	 0.83	14.11	156.15261	-19.08980	 74.9	0.229	rb08512	191	33570816	1349389312	614790	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2429340.300549	1939.207673	 7.87	 0.42	15.08	156.15499	-19.09720	 10.3	0.249	ax03866	197	41943040	1349389314	424873	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2429340.441827	1939.208060	 7.84	 0.18	16.71	156.15583	-19.09332	 41.1	0.097	rb08516	191	33554432	1349389312	297839	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2429342.690236	1939.214220	 8.15	 0.21	10.52	156.15078	-19.09104	-54.8	0.434	fa02767	198	0	1349454848	136632	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429348.351937	1939.229731	 8.61	 0.47	13.90	156.15154	-19.08939	 63.4	0.288	rb08536	191	33570944	1479412736	594267	328	0.000700	7,14,25	10,11,17,18,19,21,27,28,30	3,6,8
2429349.384497	1939.232560	 8.24	 0.66	14.88	156.14709	-19.08890	-69.2	0.240	am19565	194	41943040	1349389312	256328	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2429360.401492	1939.262744	 8.55	 0.58	12.83	156.15011	-19.08732	-31.8	0.496	am19578	194	310378496	1349388291	87093	256	0.000700	23,25,28	0,1,11,17,18,19,21,22,28,30	8
2429360.434040	1939.262833	 8.04	 0.21	11.38	156.15253	-19.09447	-82.3	0.051	am19579	194	33554432	1349389312	338697	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2429360.467626	1939.262925	 9.05	 0.35	10.93	156.15308	-19.09286	-37.5	0.275	rb08556	191	268435456	1349192704	131088	320	0.000700	28	10,11,16,17,19,21,22,28,30	6,8
2429376.382906	1939.306529	 8.32	 0.24	14.16	156.15964	-19.08983	 78.1	0.224	am19635	194	8388608	1349387264	310040	448	0.000700	23	10,17,18,19,21,22,28,30	6,7,8
2429377.618575	1939.309914	 7.98	 0.37	11.56	156.15549	-19.08692	-38.4	0.031	ai34653	201	33554432	1349387264	228580	448	0.000700	25	10,17,18,19,21,22,28,30	6,7,8
2429385.339718	1939.331068	 8.47	 0.23	12.63	156.15449	-19.09293	 40.3	0.342	rb08653	191	0	1349454848	165824	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429391.339165	1939.347505	 8.63	 0.27	13.65	156.15201	-19.08998	 52.1	0.221	rb08674	191	33570816	1349388288	707995	256	0.000700	14,25	11,17,18,19,21,22,28,30	8
2429402.287825	1939.377501	 8.08	 0.42	12.97	156.15192	-19.08990	 53.3	0.245	rb08727	191	33570816	1349389312	560302	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2429422.226656	1939.432128	 9.52	 0.73	15.17	156.15225	-19.09277	-32.9	0.221	rb08824	191	0	1349454848	204481	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429434.227480	1939.465007	 9.70	 0.57	13.62	156.15213	-19.09300	-44.3	0.223	rb08857	191	0	1349452800	155314	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429440.218905	1939.481422	 8.53	 0.26	12.57	156.15535	-19.09076	 85.8	0.263	am19889	194	0	1349451776	282828	384	0.000700		16,17,18,19,21,22,28,30	7,8
2429441.204666	1939.484122	 9.64	 0.16	13.31	156.15212	-19.09266	-26.6	0.346	rb08886	191	0	1349454848	190192	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429442.203931	1939.486860	 8.61	 0.69	12.86	156.15042	-19.08692	-28.3	0.481	am19907	194	310378496	1349388291	87349	256	0.000700	23,25,28	0,1,11,17,18,19,21,22,28,30	8
2429442.236479	1939.486949	 7.87	 0.26	13.08	156.14846	-19.09396	 87.5	0.244	am19908	194	8388608	1349452800	386655	448	0.000700	23	10,16,17,18,19,21,22,28,30	6,7,8
2429443.219472	1939.489642	 8.41	 0.39	12.93	156.15392	-19.09054	-61.5	0.387	rb08915	191	33554560	1479411712	413149	264	0.000700	7,25	11,17,18,19,21,27,28,30	3,8
2429443.266907	1939.489772	 8.01	 0.11	11.20	156.15524	-19.09214	-87.8	0.280	am19921	194	0	1349452800	583983	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429583.905031	1939.875082	 8.20	 0.26	12.00	156.15408	-19.09125	-87.5	0.241	ai35178	197	0	1349454848	296113	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429613.548126	1939.956296	 8.46	 0.77	13.62	156.15471	-19.09026	-69.7	0.440	rb09299	191	0	1349452800	538630	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429619.544738	1939.972725	 9.63	 0.54	13.65	156.15141	-19.09301	-30.4	0.294	rb09307	191	0	1349452800	153942	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429620.885374	1939.976398	 7.95	 0.30	10.65	156.14963	-19.08899	-51.1	0.323	fa03796	198	268435456	1349454848	121735	320	0.000700	28	10,11,16,17,18,19,21,22,28,30	6,8
2429620.913228	1939.976475	 8.05	 0.23	12.77	156.15311	-19.09085	 89.4	0.503	ai35287	197	0	1349452800	484136	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429620.925545	1939.976508	 8.22	 0.22	11.38	156.15262	-19.09187	-57.4	0.338	fa03797	194	0	1349454848	126928	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429621.889806	1939.979150	 8.07	 0.23	11.74	156.15118	-19.08966	 65.7	0.307	ac35433	194	0	1349452800	29348	448	0.013889		10,16,17,18,19,21,22,28,30	6,7,8
2429633.802622	1940.011756	 7.94	 0.29	15.84	156.15306	-19.09198	-49.4	0.051	rh09444	191	0	1349454848	368853	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429633.873268	1940.011949	 8.43	 0.29	12.70	156.15246	-19.09363	 45.1	0.169	ai35349	197	0	1349454848	361476	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429635.810822	1940.017243	 7.85	 0.17	16.27	156.15300	-19.09231	  3.3	0.064	rh09451	191	0	1349454850	251707	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2429639.857342	1940.028299	 8.17	 0.28	12.50	156.15172	-19.09229	 70.6	0.202	ai35366	197	0	1349454848	399247	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429645.844846	1940.044658	 7.96	 0.34	12.52	156.14921	-19.09376	-83.4	0.376	ai35378	197	128	1349452802	432333	449	0.000700	7	1,10,16,17,18,19,21,22,28,30	0,6,7,8
2429645.859240	1940.044697	 8.12	 0.19	11.13	156.15163	-19.08995	-47.2	0.314	fa03899	194	0	1349454848	152210	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429650.444810	1940.057226	 8.85	 0.52	14.05	156.15282	-19.09119	 53.1	0.259	rb09342	191	302006272	1349387264	800554	448	0.000700	14,25,28	10,17,18,19,21,22,28,30	6,7,8
2429659.712228	1940.082547	 8.21	 0.23	12.43	156.15876	-19.09080	 69.6	0.186	ai35417	197	0	1349454848	401789	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429660.753527	1940.085392	 8.17	 0.23	15.91	156.15261	-19.09264	 27.6	0.104	rh09540	191	0	1349454848	260492	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429665.785473	1940.099141	 8.12	 0.24	12.41	156.14740	-19.09342	 88.3	0.435	ai35436	197	0	1349452800	361377	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429668.731003	1940.107189	 8.23	 0.20	11.61	156.15330	-19.09252	 78.4	0.102	ai35437	197	0	1349453824	524132	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429670.397096	1940.111741	 7.86	 0.28	15.32	156.15270	-19.09381	 29.8	0.346	ax03928	197	0	1349452802	401459	448	0.000700		1,10,16,17,18,19,21,22,28,30	6,7,8
2429671.716345	1940.115345	 8.10	 0.23	15.76	156.15265	-19.09275	-84.4	0.069	rh09559	191	33554432	1349389312	307254	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2429671.748053	1940.115432	 8.24	 0.21	10.79	156.15256	-19.09114	-40.5	0.437	fa04011	194	268435456	1349454850	54271	320	0.000700	28	1,10,11,16,17,18,19,21,22,28,30	6,8
2429671.758592	1940.115461	 8.14	 0.25	15.80	156.15271	-19.09233	 37.7	0.110	rh09560	191	0	1349454848	311437	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429671.771405	1940.115496	 8.13	 0.13	13.18	156.14645	-19.09256	-83.7	0.331	ai35441	197	8388608	1349452800	358748	448	0.000700	23	10,16,17,18,19,21,22,28,30	6,7,8
2429671.788569	1940.115543	 8.37	 0.26	10.82	156.15232	-19.09330	-50.5	0.329	fa04012	194	0	1349454848	117002	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429674.380078	1940.122623	 8.34	 0.82	13.39	156.15391	-19.08984	-76.4	0.463	rb09372	191	0	1349454848	492240	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429679.421969	1940.136399	 8.02	 0.33	12.91	156.15347	-19.09242	  7.5	0.189	mf27359	203	128	1349454848	22165	580	0.000700	7	10,11,16,17,18,19,21,22,28,30	2,6,9
2429679.488455	1940.136580	 8.16	 0.26	12.43	156.15751	-19.09145	 74.2	0.167	am20400	194	512	1886323712	427889	448	1.000000	9	10,16,17,18,19,21,22,28,29,30	6,7,8
2429686.768206	1940.156471	 8.03	 0.64	10.44	156.15454	-19.09229	 31.4	0.693	ac35583	194	268435456	1349192704	13535	4416	0.000700	28	10,11,16,17,19,21,22,28,30	6,8,12
2429696.305790	1940.182529	 7.72	 0.30	14.72	156.15420	-19.09291	 59.1	0.290	ax03932	197	0	1349454850	303978	320	0.000700		1,10,11,16,17,18,19,21,22,28,30	6,8
2429699.718548	1940.191854	 8.42	 0.23	11.22	156.15386	-19.09026	 -0.1	0.194	ai35503	197	0	1349451778	185824	384	0.000700		1,16,17,18,19,21,22,28,30	7,8
2429700.635474	1940.194359	 8.07	 0.16	14.89	156.15304	-19.09224	 79.7	0.307	rh09619	191	128	1349454851	253436	321	0.000700	7	0,1,10,11,16,17,18,19,21,22,28,30	0,6,8
2429701.637928	1940.197098	 7.94	 0.19	15.57	156.15312	-19.09193	 26.9	0.068	rh09626	191	0	1349452800	329014	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429702.633456	1940.199818	 8.13	 0.25	15.48	156.15255	-19.09188	-25.2	0.077	rh09633	191	33554432	1349387264	258343	448	0.000700	25	10,17,18,19,21,22,28,30	6,7,8
2429702.725564	1940.200070	 7.75	 0.44	11.63	156.15737	-19.08361	-21.3	0.262	ai35519	197	268435456	1349451776	173607	384	0.000700	28	16,17,18,19,21,22,28,30	7,8
2429716.433318	1940.237523	 8.66	 0.46	14.80	156.15506	-19.09341	 66.0	0.262	rb09425	191	0	1349454848	382132	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429720.546114	1940.248760	 8.12	 0.23	 9.85	156.15408	-19.09358	  0.8	0.129	ai35550	183	0	1349453824	222538	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429721.570007	1940.251557	 8.25	 0.22	11.69	156.15460	-19.09222	-79.1	0.147	ai35551	197	128	1349454848	258918	321	0.000700	7	10,11,16,17,18,19,21,22,28,30	0,6,8
2429722.428837	1940.253904	10.03	 0.34	15.24	156.15169	-19.09277	-24.5	0.211	rb09443	191	512	1886323712	152096	448	1.000000	9	10,16,17,18,19,21,22,28,29,30	6,7,8
2429723.424681	1940.256625	 8.59	 0.48	14.19	156.15458	-19.08898	-59.1	0.410	rb09446	191	8388608	1349387264	519855	448	0.000700	23	10,17,18,19,21,22,28,30	6,7,8
2429725.647065	1940.262697	 8.34	 0.22	10.96	156.15344	-19.08987	 31.0	0.207	fa04192	194	0	1349453824	190770	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429726.617431	1940.265348	 9.00	 0.32	10.91	156.15833	-19.09231	-79.8	0.512	ai35563	197	0	1349453824	56660	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429730.652022	1940.276372	 8.06	 0.20	11.86	156.15555	-19.08526	-44.5	0.199	ai35568	197	0	1349451776	175458	384	0.000700		16,17,18,19,21,22,28,30	7,8
2429730.669878	1940.276420	 7.87	 0.34	10.99	156.15383	-19.09048	 53.9	0.126	fa04208	194	1073741824	1349388288	194492	256	0.000700	30	11,17,18,19,21,22,28,30	8
2429745.374829	1940.316598	 8.27	 0.25	12.16	156.15218	-19.09043	-34.6	0.233	am20525	194	33554432	1349388288	23751	256	0.000700	25	11,17,18,19,21,22,28,30	8
2429745.472472	1940.316865	 8.37	 0.13	11.58	156.15516	-19.09177	-79.8	0.314	am20528	194	0	1349451776	382418	384	0.000700		16,17,18,19,21,22,28,30	7,8
2429757.592470	1940.349979	 8.05	 0.32	11.01	156.15516	-19.09133	-22.2	0.070	ai35601	197	1107296256	1349388288	112935	256	0.000700	25,30	11,17,18,19,21,22,28,30	8
2429776.313037	1940.401129	 8.50	 0.57	13.72	156.15246	-19.08999	 72.6	0.193	rb09618	191	33570816	1349389312	648364	320	0.000700	14,25	10,11,17,18,19,21,22,28,30	6,8
2429783.226841	1940.420019	 9.64	 0.32	13.50	156.15104	-19.08976	-46.3	0.290	rb09655	191	41943040	1349389312	593158	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2429785.227438	1940.425485	 9.82	 0.41	15.10	156.15173	-19.09283	-25.3	0.257	rb09663	191	0	1349454848	184188	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429802.206566	1940.471876	 8.13	 0.21	13.58	156.15931	-19.09021	 73.4	0.273	am20702	194	8388608	1349387264	293225	448	0.000700	23	10,17,18,19,21,22,28,30	6,7,8
2429802.210720	1940.471887	 8.49	 0.52	12.96	156.15408	-19.09025	-61.4	0.380	rb09702	191	0	1349452800	462210	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2429809.228426	1940.491061	 9.61	 0.31	14.93	156.15168	-19.09260	-24.4	0.254	rb09742	191	0	1349454848	156058	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429825.204655	1940.534712	 8.60	 0.29	13.99	156.15420	-19.09281	 39.4	0.321	rb09808	191	0	1349451776	518066	384	0.000700		16,17,18,19,21,22,28,30	7,8
2429825.239280	1940.534807	 8.15	 0.20	11.68	156.15414	-19.09349	-82.9	0.075	am20830	194	33554432	1349388288	497321	256	0.000700	25	11,17,18,19,21,22,28,30	8
2429938.568324	1940.844449	 7.73	 0.20	14.41	156.14638	-19.08772	-57.2	0.285	am21168	194	41943040	1349389312	430941	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2429952.927644	1940.883682	 8.19	 0.11	11.49	156.15277	-19.09193	 75.8	0.547	ac36054	204	128	1349453824	98371	257	0.000700	7	11,16,17,18,19,21,22,28,30	0,8
2429963.546829	1940.912696	 7.88	 0.24	16.15	156.15628	-19.09316	 46.7	0.104	rb10173	191	33554432	1349387266	343372	448	0.000700	25	1,10,17,18,19,21,22,28,30	6,7,8
2429970.571630	1940.931890	 8.53	 0.31	12.90	156.15420	-19.09001	-63.3	0.413	rb10183	191	0	1349452800	451920	448	0.004167		10,16,17,18,19,21,22,28,30	6,7,8
2429972.923977	1940.938317	 9.46	 0.32	10.59	156.15519	-19.09298	-73.3	0.709	ai36124	197	0	1349451778	62304	4480	0.000700		1,16,17,18,19,21,22,28,30	7,8,12
2429974.925276	1940.943785	 8.46	 0.26	11.96	156.14990	-19.09305	 88.6	0.558	ai36136	197	0	1349454848	293836	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429987.914123	1940.979274	 8.14	 0.12	15.28	156.15303	-19.09202	  4.7	0.065	rh10106	191	0	1349454848	277379	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2429988.918601	1940.982018	 8.08	 0.13	11.20	156.15478	-19.09083	 35.8	0.151	fa04942	194	0	1349453824	147927	256	0.000700		11,16,17,18,19,21,22,28,30	8
2429989.862082	1940.984596	 8.39	 0.20	15.08	156.15230	-19.09238	 45.6	0.104	rh10118	191	0	1349452800	237797	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430004.471622	1941.024580	 8.32	 0.27	12.86	156.15264	-19.09078	 50.0	0.287	rb10206	191	0	1349451776	341717	384	0.000700		16,17,18,19,21,22,28,30	7,8
2430005.427408	1941.027198	 8.41	 0.37	13.74	156.15553	-19.09376	 38.9	0.305	rb10217	191	0	1349454848	226792	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430005.493897	1941.027381	 8.23	 0.40	13.71	156.15191	-19.09301	-25.5	0.381	rb10220	191	0	1349454848	184823	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430018.423253	1941.062803	 8.22	 0.31	13.00	156.15961	-19.09741	-55.5	0.269	am21283	194	41943040	1349389312	546820	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2430018.815502	1941.063878	 8.28	 0.23	11.06	156.14803	-19.08863	 74.0	0.548	ac36222	194	41943040	1349387264	296026	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2430026.744920	1941.085603	 8.18	 0.25	13.57	156.14929	-19.08467	 40.4	0.163	ac36234	194	41943040	1349389314	242827	320	0.000700	23,25	1,10,11,17,18,19,21,22,28,30	6,8
2430031.804564	1941.099465	 8.19	 0.23	12.83	156.15566	-19.09183	 70.1	0.217	ai36297	197	0	1349454848	238011	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430043.484202	1941.131464	 8.52	 0.49	13.54	156.15419	-19.09026	-62.6	0.403	rb10252	191	0	1349454848	435352	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430045.322270	1941.136499	 8.32	 0.40	13.36	156.15117	-19.09404	 34.9	0.267	ax04006	197	8388608	1349452800	562210	448	0.000700	23	10,16,17,18,19,21,22,28,30	6,7,8
2430045.545276	1941.137110	 7.91	 0.54	14.17	156.15233	-19.09287	-24.2	0.310	rb10269	191	33554432	1349389312	123435	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
2430047.721203	1941.143072	 8.10	 0.19	15.21	156.15313	-19.09254	-77.2	0.082	rh10212	191	0	1349452800	385962	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430049.738632	1941.148599	 8.21	 0.10	12.27	156.15230	-19.09228	-89.6	0.098	ai36354	197	0	1349452800	294732	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430049.755104	1941.148644	 7.87	 0.36	10.79	156.15334	-19.09388	-48.1	0.492	fa05106	194	0	1349454848	80985	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430050.341263	1941.150250	 8.44	 0.22	12.77	156.15365	-19.09738	  2.7	0.299	am21328	194	41943040	1349387264	515451	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2430056.399047	1941.166847	 7.98	 0.26	13.80	156.16195	-19.10061	-46.5	0.467	am21349	194	41943040	1349389312	639941	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2430056.526477	1941.167196	 8.23	 0.23	12.35	156.15176	-19.09528	 19.8	0.110	am21351	194	41943040	1349389312	522727	320	0.000700	23,25	10,11,17,18,19,21,22,28,30	6,8
2430057.282051	1941.169266	 8.59	 0.34	15.83	156.15488	-19.09360	 41.2	0.216	rb10303	191	0	1349454848	220915	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430058.669126	1941.173066	 8.38	 0.26	11.56	156.15405	-19.09266	 47.4	0.053	ai36372	197	0	1349454848	293663	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430070.470867	1941.205400	 8.04	 0.22	13.09	156.15199	-19.09064	-43.5	0.186	am21397	194	0	1349453824	331103	256	0.003472		11,16,17,18,19,21,22,28,30	8
2430071.616219	1941.208538	 8.04	 0.24	15.64	156.15328	-19.09237	 71.3	0.014	rh10245	191	0	1349452800	323866	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430073.295029	1941.213137	 7.93	 0.20	15.21	156.15428	-19.09122	 65.6	0.178	ax04018	197	0	1349452800	408526	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430073.615568	1941.214015	 8.00	 0.21	14.61	156.15291	-19.09192	 18.8	0.147	rh10250	191	0	1349452800	387621	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430075.642808	1941.219569	 8.10	 0.28	10.33	156.15353	-19.09369	-53.3	0.349	fa05193	194	0	1349454848	122187	320	0.000700		10,11,16,17,18,19,21,22,28,30	6,8
2430075.683321	1941.219680	 8.18	 0.18	10.78	156.15209	-19.09208	-66.5	0.475	fa05194	194	0	1349452800	116495	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430076.325553	1941.221440	 7.99	 0.25	14.82	156.15424	-19.09081	-78.7	0.250	ax04019	197	0	1349452803	111314	448	0.000700		0,1,10,16,17,18,19,21,22,28,30	6,7,8
2430077.678504	1941.225147	 8.22	 0.20	10.80	156.15273	-19.08963	 -5.6	0.228	fa05214	194	0	1349453824	251916	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430077.703931	1941.225216	 8.32	 0.19	11.27	156.15595	-19.09032	-51.3	0.100	ai36427	197	0	1349453824	204284	256	0.000700		11,16,17,18,19,21,22,28,30	8
2430077.720055	1941.225260	 8.25	 0.19	10.78	156.15495	-19.09295	 20.8	0.202	fa05215	194	1073741824	1349388288	213715	256	0.000700	30	11,17,18,19,21,22,28,30	8
2430079.556897	1941.230293	 8.25	 0.32	13.05	156.16323	-19.10037	-47.2	0.611	am21419	194	41943552	1886258176	500788	4544	1.000000	9,23,25	10,17,18,19,21,22,28,29,30	6,7,8,12
2430080.383083	1941.232556	 8.17	 0.25	14.80	156.15008	-19.08861	-33.0	0.177	am21423	194	41943040	1349387264	297159	448	0.000700	23,25	10,17,18,19,21,22,28,30	6,7,8
2430080.595584	1941.233139	 8.08	 0.17	15.17	156.15271	-19.09220	 47.8	0.051	rh10263	191	0	1349452800	242563	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430080.659989	1941.233315	 8.02	 0.19	12.75	156.14709	-19.09420	 84.0	0.313	ai36431	197	8388608	1349454848	309422	320	0.000700	23	10,11,16,17,18,19,21,22,28,30	6,8
2430080.674383	1941.233354	 8.27	 0.19	 9.88	156.15305	-19.09259	-58.2	0.370	fa05222	194	268435456	1349454848	80332	320	0.000700	28	10,11,16,17,18,19,21,22,28,30	6,8
2430081.597671	1941.235884	 8.36	 0.20	14.76	156.15258	-19.09238	 75.8	0.143	rh10269	191	0	1349452800	352829	448	0.000700		10,16,17,18,19,21,22,28,30	6,7,8
2430087.255691	1941.251385	 8.33	 0.74	13.50	156.15428	-19.09019	-61.5	0.379	rb10415	191	33554432	1349389312	467706	320	0.000700	25	10,11,17,18,19,21,22,28,30	6,8
