,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
50,156.1531162,-19.0925944,b'10h24m36.75s',b'-19d05m33.34s',0.0275,0.0294,-0.0073,6.754,0.023,48.1,28.24,6.519,0.014,76.4,146.0,1,0,0000,AA,10,57365.40045344,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.471733,217.181309
51,156.1530882,-19.0923928,b'10h24m36.74s',b'-19d05m32.61s',0.0279,0.0273,-0.0079,6.466,0.026,42.5,12.43,6.777,0.013,83.9,75.44,1,0,0000,AA,10,57365.46590537,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.516819,312.614594
52,156.1530905,-19.0925057,b'10h24m36.74s',b'-19d05m33.02s',0.0316,0.0269,-0.0055,6.553,0.026,41.0,3.629,6.799,0.013,82.8,4.034,1,0,0000,AA,10,57365.59706391,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.376774,261.372573
53,156.1531554,-19.0925568,b'10h24m36.76s',b'-19d05m33.20s',0.0321,0.0339,-0.0091,6.591,0.023,46.3,4.304,6.853,0.017,63.8,2.004,1,0,0000,AA,10,57365.72822245,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.284352,212.249357
54,156.1532398,-19.0924841,b'10h24m36.78s',b'-19d05m32.94s',0.0198,0.0233,-0.0066,6.466,0.02,55.6,13.67,6.87,0.01,114.0,29.44,1,0,0000,AA,10,57365.85938105,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.137042,81.084654
55,156.1532227,-19.0924882,b'10h24m36.77s',b'-19d05m32.96s',0.032,0.0328,-0.0115,6.858,0.022,48.5,13.04,6.907,0.016,69.9,2.8,1,0,0000,AA,10,57530.86018006,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.077513,85.203497
56,156.1531576,-19.0925774,b'10h24m36.76s',b'-19d05m33.28s',0.0258,0.0306,-0.0137,6.891,0.018,61.1,74.45,6.828,0.015,73.7,1.644,1,0,0000,AA,10,57530.86030747,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.34613,204.6286
57,156.1532146,-19.0925485,b'10h24m36.77s',b'-19d05m33.17s',0.0248,0.0281,-0.0084,6.28,0.026,42.2,6.479,6.854,0.013,82.0,6.454,1,0,0000,AA,10,57530.99133814,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.216377,166.729629
58,156.1532176,-19.0924994,b'10h24m36.77s',b'-19d05m33.00s',0.0286,0.0256,-0.0074,6.7,0.026,41.4,2.722,6.873,0.014,77.1,6.996,1,0,0000,AA,10,57531.1223689,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.068796,119.474289
59,156.1531733,-19.0925743,b'10h24m36.76s',b'-19d05m33.27s',0.0287,0.0279,-0.0061,6.26,0.026,42.2,8.059,6.916,0.014,75.7,3.683,1,0,0000,AA,10,57531.25339953,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.316788,196.662615
60,156.1531887,-19.0925571,b'10h24m36.77s',b'-19d05m33.21s',0.0359,0.0423,0.0219,6.48,0.034,31.9,5.447,6.872,0.023,47.3,2.758,1,0,0000,AA,10,57531.31885123,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.244596,189.042317
61,156.1531911,-19.0925562,b'10h24m36.77s',b'-19d05m33.20s',0.0264,0.0246,-0.0117,6.46,0.027,40.6,4.269,6.853,0.013,86.8,2.919,1,0,0000,AA,10,57531.38443029,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.240232,187.240392
62,156.1533178,-19.0924839,b'10h24m36.80s',b'-19d05m32.94s',0.0265,0.0359,-0.0089,6.635,0.023,47.2,29.39,6.939,0.015,71.0,11.58,1,0,0000,AA,10,57531.44988193,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.401359,86.863521
63,156.1531622,-19.0925672,b'10h24m36.76s',b'-19d05m33.24s',0.0286,0.0292,-0.0136,6.4,0.026,41.6,5.008,6.865,0.013,86.6,4.077,1,0,0000,AA,10,57531.51546095,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.306235,204.830122
64,156.153063,-19.0926034,b'10h24m36.74s',b'-19d05m33.37s',0.0303,0.0333,0.0072,6.211,0.036,30.1,6.541,6.792,0.013,83.0,8.433,1,0,0000,AA,10,57531.58091256,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.619585,228.784201
65,156.153181,-19.0925377,b'10h24m36.76s',b'-19d05m33.14s',0.0313,0.0291,-0.012,6.404,0.027,39.8,5.82,6.909,0.014,77.9,2.687,1,0,0000,AA,10,57531.71194323,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.183491,200.626925
66,156.1531493,-19.0925573,b'10h24m36.76s',b'-19d05m33.21s',0.0285,0.0326,-0.0087,6.527,0.034,31.9,3.586,6.878,0.014,78.1,4.29,1,0,0000,AA,10,57531.84297394,1568019701351064865,6.849,0.062,6.885,0.02,6.919,0.016,6.859,0.085,1280239865,7.206,0.0214,7.034,0.0343,6.957,0.0156,0.297408,215.447171
